datetime,fracyear,mjd,phase,ssn,sai,OSF_SSN_source,OSF_SSN_loss_frac,OSF_SSN_loss_abs,OSF_SSN,B_GEO_min,B_GEO,B_GEO_max,V_GEO_min,V_GEO,V_GEO_max,OSF_GEO_min,OSF_GEO,OSF_GEO_max,OSF_OMNI
1749-06-30 12:00:00.000000,1749.4945205479453,-39950.5,3.0002209841782523,134.875,0.9334707416729829,12.380195672815514,1.5538015515012134,12.430412412009707,8.0,,,,,,,,,,
1750-06-30 12:00:00.000000,1750.4945205479453,-39585.5,3.546259707302193,139.0,0.903855790334827,12.170393632307343,1.410636681234608,11.214255875557544,7.949783260805807,,,,,,,,,,
1751-06-30 12:00:00.000000,1751.4945205479453,-39220.5,4.092298430426133,79.44166666666668,0.5738503356812653,9.57757635463226,1.2329778035006274,10.980802934375783,8.905921017555606,,,,,,,,,,
1752-06-30 08:00:00.000013,1752.495446265938,-38854.666666666664,4.639583817301502,79.66666666666669,0.49836489499909725,8.89629554862123,1.0973608233508292,8.233162945627154,7.5026944378120835,,,,,,,,,,
1753-06-30 12:00:00.000000,1753.4945205479453,-38489.5,5.1858718731757225,51.12500000000001,0.31502045874587864,7.016935920098273,0.9504207989695488,7.760971860370137,8.16582704080616,,,,,,,,,,
1754-06-30 12:00:00.000000,1754.4945205479453,-38124.5,5.731910596299663,20.358333333333334,0.16283979975398147,4.803346482503145,0.8294987788212084,6.156366654559311,7.421791100534296,,,,,,,,,,
1755-06-30 12:00:00.000000,1755.4945205479453,-37759.5,6.277949319423603,15.933333333333332,0.10578908239192664,4.043942638886422,0.6583432941017968,3.995334644203512,6.06877092847813,,,,,,,,,,
1756-06-30 08:00:00.000013,1756.495446265938,-37393.666666666664,0.5717820665816251,16.983333333333334,0.14597774164912883,4.609296823793746,0.6985291679613417,4.27316760929993,6.11737892316104,,,,,,,,,,
1757-06-30 12:00:00.000000,1757.4945205479453,-37028.5,1.1480352900776343,54.04166666666666,0.37522556537718615,7.382956188887537,1.1133231754513846,7.184840172615257,6.453508137654857,,,,,,,,,,
1758-06-30 12:00:00.000000,1758.4945205479453,-36663.5,1.724025504343389,79.34166666666668,0.5544893436682131,9.040980679518768,1.4965004482523974,9.954158527958436,6.651624153927138,,,,,,,,,,
1759-06-30 12:00:00.000000,1759.4945205479453,-36298.5,2.300015718609144,89.94166666666666,0.6414508994995681,9.757806917705167,1.6036212739127103,9.202294574685501,5.73844630548747,,,,,,,,,,
1760-06-30 08:00:00.000013,1760.495446265938,-35932.666666666664,2.8773209790261935,104.77499999999999,0.7653472527323574,10.707841721624092,1.5832811813909387,9.965106284634095,6.293958648507136,,,,,,,,,,
1761-06-30 12:00:00.000000,1761.4945205479453,-35567.5,3.453574202522203,143.08333333333331,0.9378569299918217,11.922150676591032,1.4423565659141293,10.14942191654591,7.036694085497134,,,,,,,,,,
1762-06-30 12:00:00.000000,1762.4945205479453,-35202.5,4.029564416787958,101.91666666666667,0.7082365983531997,10.279214381495732,1.2482929193267158,10.996740161445407,8.809422845542256,,,,,,,,,,
